;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
2570;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;4;13604067.0;8660.0;11168466.0;1289.6612009237874;недостаток;входит;избыток
2571;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;3;8842394.0;7374.0;7420039.0;1006.2434228369948;недостаток;входит;избыток
2572;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;4;7899226.0;6701.0;6597964.0;984.6237874944038;недостаток;входит;избыток
2573;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;5;8663823.0;7450.0;7288195.0;978.2812080536913;недостаток;входит;избыток
2574;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2023;10;15112408.0;5511.0;12895860.0;2340.021774632553;входит;избыток;избыток
2575;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2023;1;10153526.0;6293.0;8514187.0;1352.9615445733355;недостаток;входит;избыток
2576;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;10;11594670.0;6999.0;9723954.0;1389.3347621088726;недостаток;входит;избыток
2577;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;10;9254153.0;7686.0;7526673.0;979.2704918032787;недостаток;входит;избыток
2578;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;6;6472696.0;4319.0;5521774.0;1278.4843713822645;недостаток;входит;избыток
2579;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;9;7559904.0;5276.0;6348381.0;1203.2564442759667;недостаток;входит;избыток
2580;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;7;7323838.0;5340.0;6152908.0;1152.2299625468165;недостаток;входит;избыток
2581;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;8;8381081.0;6982.0;7083856.0;1014.5883700945288;недостаток;входит;избыток
2582;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;6;8446482.0;7136.0;7098636.0;994.7640134529148;недостаток;входит;избыток
2583;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2023;12;12995946.0;4493.0;11162844.0;2484.496772757623;входит;избыток;избыток
2584;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;3;12805937.0;9315.0;10693707.0;1148.0093397745572;недостаток;входит;избыток
2585;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;1;8266389.0;6263.0;6865266.0;1096.1625419128213;недостаток;входит;избыток
2586;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;8;6898022.0;4884.0;5785777.0;1184.6390253890254;недостаток;входит;избыток
2587;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;7;6920249.0;4728.0;5913850.0;1250.8142978003384;недостаток;входит;избыток
2588;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;9;11701812.0;6959.0;9821187.0;1411.2928581692772;недостаток;входит;избыток
2589;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;5;5211062.0;3667.0;4388497.0;1196.7540223616036;недостаток;входит;избыток
